the_geom,ID,CATEGORY,VENDORNAME,WEBSITE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,TELEPHONE,CONTACT,CONTACTEMA,TYPED,CAMERAICON,BOROUGH,BCODE,HOUSENUM,STREETNAME
POINT (-73.99263064363407 40.7450705064613),173,Exercise & Fitness,Blade Dance Academy,http://www.bdanyc.com,122 West 26th Street,room 1205,New York,NY,10001,(877) 462-6316,Nicola Linge,n.linge@blade-dance.com,,,Manhattan,1,122,WEST 26 STREET
POINT (-74.00872936837115 40.713401420698304),174,Exercise & Fitness,Church Street Boxing Gym,http://www.nyboxinggym.com,25 Park Place,,New York,NY,10007,(212) 571-1333,Carrie,info@churchstreetboxing.com,,yes,Manhattan,1,25,PARK PLACE
POINT (-73.98700136747071 40.760514698157834),175,Exercise & Fitness,Levitate Yoga,http://www.levitateyoga.com,780 Eighth Avenue,Suite 300,New York,NY,10036,(212) 974-2288,Connie Chan,connie@levitateyoga.com,,yes,Manhattan,1,780,EIGHTH AVENUE
POINT (-73.9807087548852 40.775931023689076),177,Exercise & Fitness,"Resilience + NMPST, LLC",http://www.sportstrengthtraining.com,115 West 69th Street,#7,New York,NY,10023,(646) 251-4763,Michael Gonzalez-Wallace,michaelgonzalezwallace@tmail.com,,yes,Manhattan,1,115,WEST 69 STREET
POINT (-74.06256911281312 40.59692981306272),995,Security,"Anchor Limousine Service, Inc",http://www.anchorlimousine.com,260 Lily Pond Avenue,,Staten Island,NY,10305,(718) 876-8389,Mary Jo Kammerer,info@anchorlimousine.com,,yes,Staten Island,5,260,LILY POND AVENUE
POINT (-73.9982605485683 40.74376697268539),178,Exercise & Fitness,The New York Center for Flamenco Performing Arts,http://www.artsflamenco.org,243 West 21st Street,Suite 3B,New York,NY,10011,(917) 667-2695,Jorge Navarro,artsflamenco@msn.com,,yes,Manhattan,1,243,WEST 21 STREET
POINT (-74.00771541777824 40.71051674826774),179,Exercise & Fitness,The Pilatium,http://www.pilatium.com,139 Fulton Street,Suite 309,New York,NY,10038,(212) 334-3779,Lisa Serradilla,lisa@pilatium.com,,yes,Manhattan,1,139,FULTON STREET
POINT (-74.00905114132114 40.7453695648955),180,Exercise & Fitness,The Sports Center at Chelsea Piers,http://www.chelseapiers.com/sc,Pier 60,Chelsea Piers,New York,NY,10011,(212) 336-6000,Dana Thayer,dbt@chelseapiers.com,,,Manhattan,1,,PIER 60
POINT (-73.23148530436349 40.808141374430576),182,Exercise & Fitness,"Titan Total Fitness, Inc.",http://www.Titantotalfitness.net,1745 Expressway Drive,,Hauppauge,NY,11788,(631) 233-3757,Rick Antinon,Rick@titantotalfitness.net,,yes,New York State,6,1745,EXPRESSWAY DRIVE
POINT (-74.1759258060991 41.247764862626234),183,Exercise & Fitness,Jiva On-Site Fitness,http://www.jivawellness.com,701 Mountainside Drive,,Southfields,NY,10975,(845) 661-9466,Mark Potempa,mark@jivawellness.com,,,New York State,6,701,MOUNTAINSIDE DRIVE
POINT (-74.0893204426813 40.589209569775335),184,Exercise & Fitness,Rabs Country Lanes,http://www.rabslanes.com,1600 Hylan Blvd,,Staten Island,NY,10305,(718) 979-1600,Frank Wilkinson,frankjwilkinson@aol.com,,,Staten Island,5,1600,HYLAN BOULEVARD
POINT (-73.98073339809604 40.75315515886505),185,Exercise & Fitness,Pilates on Fifth,http://www.pilatesonfifth.com,501 Fifth Avenue,22nd Floor,New York,NY,10017,(212) 687-6735,Leslie Riddle,leslie@pilatesonfifth.com,,yes,Manhattan,1,501,FIFTH AVENUE
POINT (-73.96324691131856 40.67335245274976),186,Flowers & Gifts,Calabar Imports,http://www.calabar-imports.com,820 Washington Avenue,,Brooklyn,NY,11238,(718) 638-4288,Atim Oton,info@calabar-imports,,,Brooklyn,3,820,WASHINGTON AVENUE
POINT (-73.96827018726437 40.69294338718501),187,Flowers & Gifts,Green in BKLYN,http://www.greeninbklyn.com,432 Myrtle Avenue,,Brooklyn,NY,11205,(718) 855-4383,Elissa Olin,greeninbklyn@gmail.com,,yes,Brooklyn,3,432,MYRTLE AVENUE
POINT (-73.98474985846542 40.69324867541111),188,Flowers & Gifts,Natures Lane Florist & Gifts,,3 Metrotech Commons,,Brooklyn,NY,11201,(718) 855-4714,Franchot or Rose Lee,Franchotlee@yahoo.com,,,Brooklyn,3,3,METROTECH
POINT (-74.00375143842325 40.71293233637095),189,Flowers & Gifts,"CityStore, the Official Store of the City of New York",http://www.nyc.gov/citystore,1 Centre Street,"Manhattan Municipal Building, North Plaza",New York,NY,10007,(212) 669-2343,Susan Kerner,,,,Manhattan,1,1,CENTRE STREET
POINT (-73.959025762806 40.772585006677964),190,Flowers & Gifts,Fill-R-Up,http://www.fill-r-up.com,197 East 76th Street,,New York,NY,10021,(212) 452-3026,?,orders@fill-r-up.com,,yes,Manhattan,1,197,EAST 76 STREET
POINT (-73.99255462513165 40.747140042646954),191,Flowers & Gifts,Jamali Garden Supplies,http://www.jamaligarden.com,149 West 28th Street,,New York,NY,10001,(212) 244-4025,Hewly Holstone,Clifton@jamaligarden.com,,,Manhattan,1,149,WEST 28 STREET
POINT (-73.98287611542004 40.74387275827235),192,Flowers & Gifts,Manhattan Fruitier,http://www.mfruit.com,105 East 29th Street,,New York,NY,10016,(212) 686-0404,Jeb-owner / Walter (contact),walterb@mfruit.com,,,Manhattan,1,105,EAST 29 STREET
POINT (-73.99261963802404 40.74667892965831),193,Flowers & Gifts,PANY Silk Flowers Corp.,,146 West 28th Street,,New York,NY,10001,(212) 645-9526,Mimi Rasamee/Jose Reyes,mimirasamee@yahoo.com,,,Manhattan,1,146,WEST 28 STREET
POINT (-73.94957939204707 40.749592675212426),194,Flowers & Gifts,The Gifted Ones Inc.,http://www.thegiftedones.com,44-02 11th Street,Suite 602,Long Island City,NY,11101,(212) 627-4050,David Titus,sales@thegiftedones.com,,yes,Queens,4,Feb-44,11 STREET
POINT (-74.00818755030755 40.70736023859215),195,Flowers & Gifts,Martin Jobes Design,http://www.martinjobesdesign.com,10 Liberty Street,11D,New York,NY,10005,(646) 436-1528,Naomi Martin,nkm@martinjobesdesign.com,,yes,Manhattan,1,10,LIBERTY STREET
POINT (-73.75900866400623 40.701449870310626),197,Flowers & Gifts,Susanas Gifts and Things,http://www.thegiftagency.com,112-11 196th Street,c/o The Gift Agency LLC,St. Albans,NY,11412,(718) 464-3543,Osayamen Asemota,booking@thegiftagency.com,,,Queens,4,112-11,196 STREET
POINT (-73.90919805151414 40.873792683481696),198,Food & Restaurants,Applebees Neighborhood Bar and Grill,http://www.applemetrorestaurants.com,76 West 225th Street,,Bronx,NY,10463,(212) 262-4022,Stephen R. Ekstrom,stephen.ekstrom@applemetro.com,,yes,Bronx,2,76,WEST 225 STREET
POINT (-73.82518228424634 40.86719654422816),199,Food & Restaurants,Applebees Neighborhood Bar and Grill,http://www.applemetrorestaurants.com,2276 Bartow Avenue,,Bronx,NY,10475,(212) 262-4022,Stephen R. Ekstrom,stephen.ekstrom@applemetro.com,,yes,Bronx,2,2276,BARTOW AVENUE
POINT (-73.84354282006304 40.85144908598238),200,Food & Restaurants,Good to Go - Italian & American Comfort Food,http://www.ordergoodtogo.com,1894 Eastchester Road,,Bronx,NY,10461,(718) 829-2222,Mario Costanz,mario@theproblemsolver.com,,yes,Bronx,2,1894,EASTCHESTER ROAD
POINT (-73.98077706196747 40.68939442508426),201,Food & Restaurants,Applebees Neighborhood Bar and Grill,http://www.applemetrorestaurants.com,395 Flatbush Avenue Extension,,Brooklyn,NY,11201,(212) 262-4022,Stephen R. Ekstrom,stephen.ekstrom@applemetro.com,,yes,Brooklyn,3,395,FLATBUSH AVENUE EXTENSION
POINT (-73.9456130378616 40.67993292805942),202,Food & Restaurants,Applebees Neighborhood Bar and Grill,http://www.applemetrorestaurants.com,1368 Fulton Street,,Brooklyn,NY,11216,(212) 262-4022,Stephen R. Ekstrom,stephen.ekstrom@applemetro.com,,yes,Brooklyn,3,1368,FULTON STREET
POINT (-73.943113422579 40.58400684705866),203,Food & Restaurants,Applebees Neighborhood Bar and Grill,http://www.applemetrorestaurants.com,2501-2525 Emmons Avenue,,Brooklyn,NY,11235,(212) 262-4022,Stephen R. Ekstrom,stephen.ekstrom@applemetro.com,,yes,Brooklyn,3,2501,EMMONS AVENUE
POINT (-73.98855010470706 40.693130624792815),204,Food & Restaurants,Archive Bar & Restaurant at Brooklyn Marriott,http://www.brooklynmarriott.com,333 Adams Street,,Brooklyn,NY,11201,(718) 222-6543,Gary Byrne,gary.byrne@marriott.com,,yes,Brooklyn,3,333,ADAMS STREET
POINT (-74.00222469344267 40.68540511157059),205,Food & Restaurants,Down Under Bakery (DUB) Pies,http://www.dubpies.com,193 Columbia Street,,Brooklyn,NY,11231,(718) 989-0024,Gareth Hughes,gareth@dubpies.com,,yes,Brooklyn,3,193,COLUMBIA STREET
POINT (-73.99120942781188 40.68515227935586),206,Food & Restaurants,NY Perks,http://www.nyperks.com,193 Smith Street,,Brooklyn,NY,11201,(718) 237-2901,Aziz M. Bey,aziz@nyperks.com,,,Brooklyn,3,193,SMITH STREET
POINT (-73.98014988938398 40.67644173753508),207,Food & Restaurants,Uncle Louie G,http://www.unclelouieg.com,741 Union Street,,Brooklyn,NY,11215,(646) 529-6543,Rick Russo,unclelouiegrick@aol.com,,yes,Brooklyn,3,741,UNION STREET
POINT (-73.9924415932212 40.72549491299823),209,Food & Restaurants,Agozar Restaurant,http://www.agozarnyc.com,324 Bowery,,New York,NY,10012,(212) 677-6773,Gerardo Perez,info@agozarnyc.com,,,Manhattan,1,324,BOWERY
POINT (-74.01215451846011 40.704250069900944),210,Food & Restaurants,Ancora Restaurant,http://www.ancoraristorante.com,11 Stone Street,,New York,NY,10004,(212) 480-3880,Tony Fan,no email,,,Manhattan,1,11,STONE STREET
POINT (-73.97862841140574 40.77798371880315),211,Food & Restaurants,Arte Around the Corner,http://www.artearoundthecorner.com,274 Columbus Avenue,,New York,NY,10023,(212) 875-2195,Guido Veitucci,info@artearoundthecorner.com,,,Manhattan,1,274,COLUMBUS AVENUE
POINT (-74.01087232621191 40.71520180165643),212,Food & Restaurants,Baluchis Indian Food,http://www.baluchis.com,275 Greenwich Street,,New York,NY,10007,(212) 571-5343,Arthur Peretra,275baluchis@verizon.net / a.pereira@rcn.com,,,Manhattan,1,275,GREENWICH STREET
POINT (-73.98336391587715 40.726987107046185),214,Food & Restaurants,Ten Degrees Bar,http://www.10degreesbar.com,121 Saint Marks Place,,New York,NY,10009,(212) 358-8600,Moti Hasson,tendegreesnyc@gmail.com,,yes,Manhattan,1,121,SAINT MARKS PLACE
POINT (-73.98862938595174 40.76032822732379),215,Food & Restaurants,Broadway Joe Steakhouse,http://www.broadwayjoesteakhouse.com,315 West 46th Street,,New York,NY,10036,(212) 246-6513,Patti Aagaard,bjsteakhouse@aol.com,,,Manhattan,1,315,WEST 46 STREET
POINT (-73.92912404455743 40.70769957353852),998,Production Company,Act Zero Media,http://www.actzerofilms.com,119 Ingraham Street,Suite 108,Brooklyn,NY,11237,(718) 366-7770,Garrett Fennelly,garrettfennelly@gmail.com,,,Brooklyn,3,119,INGRAHAM STREET
POINT (-74.00891243896493 40.70670418579701),216,Food & Restaurants,Bull Run Restaurant,http://www.bullrunwallstreet.com,52 William Street,,New York,NY,10005,(212) 859-2200,Maria Ioannon,bullrunw@aol.com,,,Manhattan,1,52,WILLIAM STREET
POINT (-73.98191436676724 40.75082608403892),217,Food & Restaurants,Butterfield 8 Restaurant & Lounge,http://www.Butterfield8NYC.com,5 East 38th St.,,New York,NY,10016,(212) 679-0646,John Gazzola,John@butterfield8nyc.com,,yes,Manhattan,1,5,EAST 38 STREET
POINT (-73.96009752598951 40.77948016339723),219,Food & Restaurants,Caffe Grazie,http://www.caffegrazie.com,26 East 84th Street,,New York,NY,10028,(212) 717-4407,Jennifer Mandell,jennifer@caffegrazie.com,,,Manhattan,1,26,EAST 84 STREET
POINT (-73.95873205164207 40.77463522111848),220,Food & Restaurants,Candle 79,http://www.candlecafe.com,154 East 79th Street,,New York,NY,10021,(212) 537-7179,Francesca MacAaron,chekkanyc@aol.com,,yes,Manhattan,1,154,EAST 79 STREET
POINT (-74.01361972173981 40.70860584651615),221,Food & Restaurants,Caracello Ristorante,,108 Greenwich Street,,New York,NY,10006,(212) 571-1177,Henry Martuscello,cagramare@aol.com,,,Manhattan,1,108,GREENWICH STREET
POINT (-74.01260929137489 40.70600118099082),222,Food & Restaurants,Caruso Pizza and Pasta,,42 Broadway,,New York,NY,10004,(212) 785-7747,Walter Lemishev,wlemishev@optonline.net,,,Manhattan,1,42,BROADWAY
POINT (-73.96636774698833 40.75417839617468),223,Food & Restaurants,Chocolat Bla Bla Bla Ltd,http://www.chocolatblablabla.com,359 East 50th Street,,New York,NY,10022,(212) 759-5976,Lorraine Belmont,chocolatblablabla@yahoo.com,,yes,Manhattan,1,359,EAST 50 STREET
POINT (-73.99247747794213 40.72983858363964),224,Food & Restaurants,Coldstone Creamery,http://www.coldstonecreamery.com,2 Astor Place,,New York,NY,10003,(212) 228-4600,Dan Petryszyn,dpetryszyn@gmail.com,,,Manhattan,1,2,ASTOR PLACE
POINT (-73.99210931235578 40.72853608082754),225,Food & Restaurants,Colors Restaurant,http://www.colors-nyc.com,417 Lafayette Street,,New York,NY,10003,(212) 777-8443,,colors.restaurant@gmail.com,,,Manhattan,1,417,LAFAYETTE STREET
POINT (-73.93219789241311 40.85681606605139),226,Food & Restaurants,Don Ricardo Steakhouse,http://www.donricardosteakhouse.com,4460 Broadway,,New York,NY,10040,(212) 567-5766,,,,yes,Manhattan,1,4460,BROADWAY
POINT (-73.95283459293262 40.77168510960888),228,Food & Restaurants,East Side Bagel and Appetizing,,1496 First Avenue,,New York,NY,10021,(212) 794-1655,Haim Hassid,no email,,,Manhattan,1,1496,FIRST AVENUE
POINT (-73.98785341169119 40.720112050173725),229,Food & Restaurants,Economy Candy Corp.,http://www.economycandy.com,108 Rivington Street,,New York,NY,10002,(212) 254-1531,Jerry Cohen,economycandy@aol.com,,,Manhattan,1,108,RIVINGTON STREET
POINT (-73.9884533068271 40.73491183798819),230,Food & Restaurants,Galaxy Global Eatery,http://www.galaxyglobaleatery.com,15 Irving Place,,New York,NY,10003,(212) 777-3631,Denis Cicero,galstar@aol.com,,,Manhattan,1,15,IRVING PLACE
POINT (-74.00284690136745 40.733029480812206),231,Food & Restaurants,Garage Restaurant and Caf矇,http://www.garagerest.com,99 Seventh Avenue South,,New York,NY,10014,(212) 645-0600,David Shenk,david@garagerest.com,,,Manhattan,1,99,SEVENTH AVENUE SOUTH
POINT (-73.99335157814963 40.75573709651609),999,"Camera, Grip & Lighting","TCS, Inc./Technological Cinevideo Services, Inc.",http://www.tcsfilm.com,341 West 38th Street,4th Floor,New York,NY,10018,(212) 247-6517,Erik Schietinger,rental@tcsfilm.com,,yes,Manhattan,1,341,WEST 38 STREET
POINT (-73.69244488975443 40.79345856277627),1000,Spa & Massage,nuBest salon and spa,http://www.nubestsalon.com,1482 Northern Boulevard,,Manhasset,NY,11030,(516) 627-9444 ext. 28,Richard Piana,richard@nubestsalon.com,,yes,New York State,6,1482,NORTHERN BOULEVARD
POINT (-74.00078666256097 40.738664491342),232,Food & Restaurants,Gavroche,http://www.gavroche-ny.com,212 West 14th Street,,New York,NY,10011,(212) 647-8553,Camelia Cassen,Ccassin@nyc.rr.com/ACSmithline@hotmail.com,,yes,Manhattan,1,212,WEST 14 STREET
POINT (-73.9567239947947 40.77559239835504),233,Food & Restaurants,Gobo Restaurant,http://www.goborestaurant.com,1426 3rd Avenue,,New York,NY,10028,(212) 288-4686,Danny Wong,danny.wong@goborestaurant.com,,,Manhattan,1,1426,3 AVENUE
POINT (-73.9968255603671 40.715995506976846),234,Food & Restaurants,Golden Bridge Restaurant,http://www.goldenbridgerestaurant.com,50 Bowery,Suite 2F,New York,NY,10013,(212) 227-8831,Michael Gee,no email,,,Manhattan,1,50,BOWERY
POINT (-73.99719360463924 40.713673449570784),235,Food & Restaurants,Golden Unicorn Restaurant,,18 East Broadway,,New York,NY,10002,(212) 941-0911,Peter Yau,peteyau@hotmail.com,,,Manhattan,1,18,EAST BROADWAY
POINT (-73.97166807869502 40.75005721138679),236,Food & Restaurants,Goodburger,http://www.goodburgerny.com,800 2nd Avenue,(@ 43rd St),New York,NY,10017,(212) 922-1700,Mike McGrath,raku7@aol.com,,yes,Manhattan,1,800,2 AVENUE
POINT (-73.99896110409244 40.71530386671175),237,Food & Restaurants,Green Tea Caf矇,,45 Mott Street,,New York,NY,10013,(212) 693-2888,Yin Fong Lau Wu,no email,,,Manhattan,1,45,MOTT STREET
POINT (-73.99704902347027 40.72031576565975),238,Food & Restaurants,Grotta Azzurra,http://www.grottaazzurranyc.com,177 Mulberry Street,,New York,NY,10013,(212) 925-8775,Frank Castellana,psolano@grottaazzurrany.com,,yes,Manhattan,1,177,MULBERRY STREET
POINT (-73.9800057321585 40.78449996746847),239,Food & Restaurants,H&H Bagels,http://www.hhbagels.com,2239 Broadway,,New York,NY,10024,(212) 595-8000,Mr. Manolo,no email,,,Manhattan,1,2239,BROADWAY
POINT (-73.98328327199117 40.76373622297634),240,Location & Rental Space,Hello Deli,,213 West 53rd Street,,New York,NY,10019,(212) 489-7832,,,,yes,Manhattan,1,213,WEST 53 STREET
POINT (-74.00738687978128 40.70781317875615),241,Food & Restaurants,Jim Bradys Restaurant,http://www.jimbradys.com,75 Maiden Lane,,New York,NY,10038,(212) 425-1300,Paul Quinn,,,,Manhattan,1,75,MAIDEN LANE
POINT (-74.00437868232831 40.706849920052704),242,Food & Restaurants,JP Mustard Inc.,,22 Fulton Street,,New York,NY,10038,(212) 785-0612,Madan,mickarim@gmail.com,,,Manhattan,1,22,FULTON STREET
POINT (-73.99971854751814 40.735181402498505),244,Food & Restaurants,Lassi,,28 Greenwich Avenue,,New York,NY,10011,(212) 675-2688,Heather Carlucci,lassi4u@aol.com,,yes,Manhattan,1,28,GREENWICH AVENUE
POINT (-73.98352939519009 40.74354622898418),245,Food & Restaurants,Les Halles,http://www.leshalles.net,411 Park Avenue South,,New York,NY,10016,(212) 679-4111,Karyn Michaels,kmichaels@lhlmgroup.com,,,Manhattan,1,411,PARK AVENUE SOUTH
POINT (-74.00881189955744 40.710115934606506),246,Food & Restaurants,Les Halles Downtown,http://www.leshalles.net,15 John Street,,New York,NY,10038,(212) 285-8585,Karyn Michaels,kmichaels@leshalles.net,,,Manhattan,1,15,JOHN STREET
POINT (-74.00149204548786 40.7083437607477),247,Food & Restaurants,Mark Joseph Steakhouse,http://www.markjosephsteakhouse.com,261 Water Street,,New York,NY,10038,(212) 277-0020,Carol Ann Guerriero,vipsvcs@markjosephsteakhouse.com,,,Manhattan,1,261,WATER STREET
POINT (-73.98137393091633 40.74202455963666),1001,"Camera, Grip & Lighting",Silklining Productions,http://www.silkliningproductions.vpweb.com,160 East 28th Street,,New York,NY,10016,(212) 576-8849,David Carlo,airjetone@msn.com,,,Manhattan,1,160,EAST 28 STREET
POINT (-73.98526128479737 40.74507528866225),248,Food & Restaurants,Meli Melo Restaurant,http://www.melimelorestaurant.com,110 Madison Avenue,,New York,NY,10016,(212) 686-5551,Miriam Silverberg,silverbergm@iopener.net,,,Manhattan,1,110,MADISON AVENUE
POINT (-73.98082288913596 40.761907842404185),250,Food & Restaurants,Moda Restaurant and Bar,http://www.modany.com,135 West 52nd Street,,New York,NY,10019,(212) 887-9880,Brenda Pesce,pesceb@flatotel.com,,,Manhattan,1,135,WEST 52 STREET
POINT (-73.97064211255486 40.760434838248514),251,Food & Restaurants,Montebello Restaurant,http://www.montebellonyc.com,120 East 56th Street,,New York,NY,10022,(212) 753-1447,Joe Montebello,montebellonyc@hotmail.com,,,Manhattan,1,120,EAST 56 STREET
POINT (-74.00775193121724 40.71432921991771),253,Food & Restaurants,Nathan Hales Bar and Grill,http://www.nathanhales.citysearch.com,22 Warren Street,,New York,NY,10007,(212) 571-0776,Carl Christian,nathanhalesbar@yahoo.com,,,Manhattan,1,22,WARREN STREET
POINT (-74.0067011231015 40.7392077602032),254,Food & Restaurants,Nero Restaurant,http://www.neronyc.com,46 Gansevoort Street,,New York,NY,10014,(212) 675-5224,Guido Veitucci,info@neronyc.com,,,Manhattan,1,46,GANSEVOORT STREET
POINT (-73.99909762252086 40.75649437736089),255,Catering,New York Spring Water,http://www.newyorksprings.com,519 West 36th Street,,New York,NY,10018,(212) 777-4649,Richard Zakka,richardzakka@aol.com,,,Manhattan,1,519,WEST 36 STREET
POINT (-73.98030437337145 40.75222899149945),256,Food & Restaurants,OCaseys Restaurant,,22 East 41st Street,,New York,NY,10017,(212) 685-6807,Hugh Ward,no email,,yes,Manhattan,1,22,EAST 41 STREET
POINT (-74.00864621982755 40.71199062023079),258,Food & Restaurants,Oliva Gourmet,http://www.olivany.net,225 Broadway,,New York,NY,10007,(212) 964-4496,Paul Sass,olivany@verizon.net,,,Manhattan,1,225,BROADWAY
POINT (-73.99234542301643 40.729802885367185),259,Food & Restaurants,Original Soup Man,http://www.originalsoupman.com,2 Astor Place,,New York,NY,10003,(212) 228-4600,Dan Petryszyn,dpetryszyn@gmail.com,,,Manhattan,1,2,ASTOR PLACE
POINT (-74.00560528804995 40.710253372989776),260,Food & Restaurants,Panini and Co.,,168 William Street,,New York,NY,10038,(212) 962-0222,Angelo Tzortzatos,no email,,,Manhattan,1,168,WILLIAM STREET
POINT (-73.99030471326927 40.732661311050194),262,Food & Restaurants,"Paradis to Go, LLC",http://www.paradistogo.com,114 4th Avenue,,New York,NY,10003,(646) 416-6709,Allison Sciplin,asciplin@gmail.com,,,Manhattan,1,114,4 AVENUE
POINT (-74.00795335636971 40.70946548791354),263,Food & Restaurants,Patuca Fine Food Eatery,,41 John Street,,New York,NY,10038,(212) 791-7687,* Timothy Kim,Patuca41@hotmail.com,,,Manhattan,1,41,JOHN STREET
POINT (-74.00624702383277 40.706923942753335),264,Food & Restaurants,Pearl Street Diner,,212 Pearl Street,,New York,NY,10038,(212) 344-6620,* Reuben,no email,,,Manhattan,1,212,PEARL STREET
POINT (-74.00500827041895 40.73347405669235),265,Food & Restaurants,Puff & Pao,http://www.puffandpao.com,105 Christopher Street,,New York,NY,10014,(212) 633-7833,Stephen W. Elliot,puffnpao@aol.com,,,Manhattan,1,105,CHRISTOPHER STREET
POINT (-73.97846991230139 40.759489627643354),266,Food & Restaurants,Pulse Restaurant and Bar,http://www.myriadrestaurantgroup.com,45 Rockefeller Plaza,3rd Floor,New York,NY,10111,(212) 218-8664,Nicholas Castiglione,Nlione@aol.com,,,Manhattan,1,45,ROCKEFELLER PLAZA
POINT (-73.96690281254429 40.80326541123732),267,Food & Restaurants,Rack and Soul,http://www.rackandsoul.com,258 West 109th Street,,New York,NY,10025,(646) 320-9894,Michael Eberstadt,michael@rackandsoul.com,,,Manhattan,1,258,WEST 109 STREET
POINT (-74.01192709823862 40.703135718712346),268,Food & Restaurants,Rosarios Bistro,http://www.rosariosmenu.com,38 Pearl Street,,New York,NY,10004,(212) 514-5763,Joe Crasci,santino@aol.com,,yes,Manhattan,1,38,PEARL STREET
POINT (-73.97573737897444 40.765000530378934),269,Food & Restaurants,Sarabeths Restaurant,http://www.sarabethscps.com,40 Central Park South,,New York,NY,10019,(212) 826-5959,Stewart W. Rosen,swr47@verizon.net,,,Manhattan,1,40,CENTRAL PARK SOUTH
POINT (-74.0116287198722 40.708710365451125),270,Food & Restaurants,Suspenders Bar & Restaurant,http://www.suspendersbar.com,111 Broadway,,New York,NY,10006,(212) 732-5005,Mala Perng,mala@monsoonfilmsinc.com,,yes,Manhattan,1,111,BROADWAY
POINT (-73.98561440630905 40.764332470294555),272,Food & Restaurants,Swizz Restaurant Wine and Bar,http://www.1291swizz.com,310 West 53rd Street,,New York,NY,10019,(212) 810-4444,Ruth Waser,ruth@1291swizz.com,,,Manhattan,1,310,WEST 53 STREET
POINT (-73.99292339148123 40.741041231671005),273,Food & Restaurants,TAJ Restaurant & Lounge,http://www.tajlounge.com,48 West 21st Street,,New York,NY,10010,(212) 620-3033,Ruth Tranter,rtranter@tajlounge.com,,,Manhattan,1,48,WEST 21 STREET
POINT (-74.00650710707698 40.7109312822026),274,Food & Restaurants,The Beekman Pub,http://www.thebeekmanpub.com,15 Beekman Street,,New York,NY,10038,(212) 732-7333,James or Ed Robinson,no email,,,Manhattan,1,15,BEEKMAN STREET
POINT (-74.00641414598883 40.71948670723757),275,Food & Restaurants,The Bubble Lounge,http://www.bubblelounge.com,228 West Broadway,,New York,NY,10013,(212) 431-3433,Emmanuelle Chiche,emchiche@bubblelounge.com,,,Manhattan,1,228,WEST BROADWAY
POINT (-74.01235155683166 40.71654658583267),276,Food & Restaurants,The Palm Tribeca,http://www.thepalm.com,206 West Street,,New York,NY,10013,(646) 395-6393,Shaina Nestor,snestor@thepalm.com,,,Manhattan,1,206,WEST STREET
POINT (-73.98534930649551 40.75934577438221),277,Food & Restaurants,The Whiskey,http://www.mocbars.com,1567 Broadway,,New York,NY,0,multiple,Noah Weinstein,nweinstein@mocbars.com,,,Manhattan,1,1567,BROADWAY
POINT (-74.00163450802263 40.73201394570904),278,Food & Restaurants,Tio Pepe Restaurant,http://www.tiopepenyc.com,168 West 4th Street,,New York,NY,10014,(212) 242-9338,Jimmy,info@tiopepenyc.com,,,Manhattan,1,168,WEST 4 STREET
POINT (-73.98880880486092 40.72371601427802),279,Food & Restaurants,Tuck Shop,http://www.tuckshopnyc.com,68 East 1st Street,,New York,NY,10003,(212) 979-5200 / cell. (917) 603-74664,Niall Grant,Niall@tuckshopnyc.com,,,Manhattan,1,68,EAST 1 STREET
POINT (-73.98870546211576 40.73657756633827),280,Food & Restaurants,Underbar,http://www.mocbars.com,201 Park Avenue South,,New York,NY,0,multiple,Noah Weinstein,nweinstein@mocbars.com,,,Manhattan,1,201,PARK AVENUE SOUTH
POINT (-73.98253320416818 40.75792032433413),281,Food & Restaurants,Utsav Restaurant and Lounge,http://www.utsavny.com,1185 Avenue of the Americas,,New York,NY,10036,(212) 575-2525,Nandita Kothari,nandita@utsavny.com,,,Manhattan,1,1185,AVENUE OF THE AMERICAS
POINT (-74.00557983518438 40.707807791028756),283,Food & Restaurants,Wall Street Caterers,http://www.wallstreetcaterers.com,241 Pearl Street,,New York,NY,10038,(212) 406-6600,Dave Walunas and Chris,filmliaison@wallstreetcaterers.com,,,Manhattan,1,241,PEARL STREET
POINT (-74.01041246477824 40.70408281008099),284,Food & Restaurants,Waterstone Grill,http://www.waterstonegrill.com,79 Pearl Street,,New York,NY,10004,(212) 943-1602,Brian Jackson,brianjackson@waterstonegrill.com,,,Manhattan,1,79,PEARL STREET
POINT (-73.99378776200724 40.75938991874458),285,Food & Restaurants,West Bank Caf矇,http://www.westbankcafe.com,407 West 42nd Street,,New York,NY,10036,(212) 695-6906,Raissa Lopez,party@westbankcafe.com,,,Manhattan,1,407,WEST 42 STREET
POINT (-73.97788237339694 40.74954145804252),286,Food & Restaurants,Wetbar,http://www.mocbars.com,130 East 39th Street,,New York,NY,0,multiple,Noah Weinstein,nweinstein@mocbars.com,,,Manhattan,1,130,EAST 39 STREET
POINT (-73.97665412139906 40.7655469242188),287,Food & Restaurants,Whiskey Park,http://www.mocbars.com,100 Central Park South,,New York,NY,0,multiple,Noah Weinstein,nweinstein@mocbars.com,,,Manhattan,1,100,CENTRAL PARK SOUTH
POINT (-73.97711576966353 40.75629448699985),288,Food & Restaurants,Maggies Place,http://www.maggiesnyc.com,21 East 47th Street,,New York,NY,10017,(212) 753-5757,Victoria Delany,maggiesplace@erols.com,,yes,Manhattan,1,21,EAST 47 STREET
